product_id,page,page_order,recommended,date,bugType,haveBugs,invalidPositionOverTime,implementationResponseIssue,invalidContextOverTime,interruptedEvent,invalidEventOccurraceOverTime,actionNotPossible,actionWhenNotAllowed,informationOutOfOrder,lackOfRequiredInformation,invalidInfoAccess,objectOutOfBoundForAnyState,objectOutOfBoundForSpecificState,artificialStupidity,invalidValueChange,invalidGraphicalRespresentation,text,hours,username,products,early_access,products_ismissing
1086940,2,0,FALSE,28-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,just wait until 2040 when the full game is released no reason to spend the money they want you to for 2 hours of content,26.5,raise hell praise dale,55,TRUE,FALSE
1086940,2,2,TRUE,28-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i enjoy the choice based mechanics and role play ability of the game still has some bugs but well worth,26.6,dragonickid,29,TRUE,FALSE
1086940,2,3,TRUE,28-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,convinced my friend to buy early access back in oct 2020 we beat act 1 and had a lot of fun the other day he asked if the game was done or they added a new actyikes,42.6,tiltedcoffee,43,TRUE,FALSE
1086940,2,4,TRUE,28-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,its great and has been progressively getting better larian has the unenviable task of having to try and balance dnd 5e while also just making a good job and theyve been doing better than i expected on both fronts excited for the full release,44.7,abehr1,60,TRUE,FALSE
1086940,2,7,TRUE,28-02-22,"artificial stupidity, invalid value change, invalid info access",1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,very very good gameplay and lorewise the optimisation on the other hand still needs a lot of work my playthrough end 910 times because of a crash which sucks considering there is barely any autosave so im constantly having to redo battles and rediscover which is definately annoying some bugs here and there too but for the most part this game is solid even in early access,31.8,carnage,227,TRUE,FALSE
1086940,2,8,FALSE,28-02-22,lack of required information,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,this game has such great potential and it is probably going to be a dd classic the likes we havent seen since the 90s   thats if it actually does get launched  its been almost 2 years since it went ea and to be honest  outside of a few classes being added there hasnt been much movement  i mean your max level is 4 and you still havent produced all the classes   modders have mods they have made and left due to it getting old that work perfectly that both give you a max level of 20 and add all the classes  these are modders for goodness sakes and they are making the developers look like slackers  if this was an indie developer and it was their first attempt at a triple a game then i would say take all the time you need  but this developer has 2 cash cows on their resume that are still spewing money   do i want a rushed product of course not  but this is not a development team learning the ropes for the first time  they have proven skills and team members   this is also not their first rodeo  had this been a genre they they are attempting for the first time then yes a long development process would be understandable to put this in laymans terms its like chevrolet saying they need more time as they are having issues on figuring out how to make a car now if it was a boat or airplane i would understand  but its another car and not only that its a model you have been making for years now and only need to expand on what you have built in the past once the game finally goes live i am sure this will get changed to a thumbs up   but for now i just cant recommend anyone spending money on it  i am sure larians bank account will not notice so go spend that cash on an indie developer that could use it and has proven they love what they are building   example solasta  dd ruleset  max lev 12 and still more to come and it has the ability for you to create your own adventures as dd was meant to be,38.4,devinous,433,TRUE,FALSE
1826960,2,0,FALSE,22-02-22,"action not possible, artificial stupidity",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,trip in another world is a fairly unique take on the clash of clans genre with idler gacha elements but less focused on constant pvpterritorial warmongering and more towards cooperative gameplay mainly with your alliance members the game itself is pretty boxstandard the game frontloads you with tons of resources to get your city and army started quickly and slows down considerably after a few hours of intensive clicking however at its current state i cannot in good faith recommend it firstly the game appears to be a lazy mobile game port of the title lord of the other world its a literal carbon copy of it with little to no discernible difference however there is zero optimisation made to improve the pc experience every single action is performed with just your mouse essentially acting as a glorified finger as such some actions are quite annoying to perform like having to click and drag your mouse to scroll etc something that could be easily fixed by introducing keyboard shortcuts but alas there is also ui bloat which is fairly typical of mobile port you also cannot change the game resolution again alluding to the lazy port i mentioned earlier the only game settings you can change is language partially music and sound secondly a severe lack of easily accessible information about the game the translation itself is not very good resulting in some awkwardinconsistent translations in several aspects of the game like skill descriptions etc which can result in very confusing descriptionsexplanations in the tooltip this is further exacerbated by the game having a ton of different mechanics such as status effects like vertigo ridicule arms restraint what are the differences between the different types of healing bloodsucking treatment first aid etc the different types of basic attacks like detonation pierce strike etc just to name a few yet none of it is explained anywhere about what it does and how it works so youre just left to do a best guess of what it does and hope that your guess is right thirdly there is no confirm button for gem purchases if you accidentally click on something that costs gems usually accidentally because navigating the ui is torture your gems will just be consumed with completely no option to toggle a confirmation window overall the game is alright typical of a idle gacha with strategy elements built in there arent any predatoryaggressive microtransactions either for now however the game in its current state needs a lot more polish particularly for points 2 and 3 unless those gets fixed and the overall pc experience is optimised i cannot recommend it as of yet,84.8,chaoticderpy,1286,TRUE,FALSE
1826960,2,1,TRUE,21-02-22,"lack of information, invalid graphic representation",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,well if you ask me its not really that bad but it needs a lot of polishing i suggest this game if you like playing games like rise of kingdoms on mobile phone this game is almost like rise of kingdom exactly but they were a little bit more innovative in terms of some base content and best part its on pc but it feels like a phone game to be really honest what this game need to improve are hotkeys hotkeys are almost not present in this game which is really annoying as you have to click using your mouse to do everything so i really hope in the future it will add more hotkeys so that playing the game feels more easier and using the keyboard way more more rather than the mouse since its a pc game not a mobile game the only hotkey i found in this game was esc which when you press it it will ask you whether you want to exit the game or not warnings this game have an economy called gems which is to buy speedups and some other good stuff but its quite hard to get but its earnable so sometimes its really annoying is that if you accidentally press something that require gems and it does not give you a single warning to confirm that purchase so rip gems that you have been saving i really hope they add a confirmation button so that we dont mistakenly press and feel depressed about it optimization within the city it feels alright for the most part and pretty smooth i would say the problem that i find was that the layout mode its very hard to arrange your things nicely and in order because the grid that they provide is hardly accurate so i hope it will be more accurate in the next few updates so that arranging things would be much easier  now outside of the city i dont like the path of our troops  when we set them out as they cant go sideways but only left right straight or backwards which is pretty old school and doesnt really feel good at all one more thing that i must emphasis on is the zoom in and out key i wish that you could add the feature that we can use our mouses scroll wheel to zoom in and out this is really annoying because i always have to use my touch pad on my laptop and the sensitivity is very low i also hope you could let us zoom out into our field and the world easier so dont have to tap the button always to go out of our city i also suggest adding more settings options to make game play experience better and suit our liking as the settings we ahve right now is very limited graphics okay graphic wise withing the city can be better but its already great enough and im satisfied enough with the graphics within the city only but when you go outside of the city i feel that the objects are a bit oversize and does not look very good i do hope you improve on it your character graphics are spot on 5star for it but when we set them out they dont look really great and the troops they are leading are very plain and look very unmotivated needs improvement on that as well and hope the characters look as good as the picture showsthe world map feels like its 2d but i hope itll become 3d  so its much much much nicer animations this is the worst part i would say the animations its either its ugly or none at all i hope in the future you would make better animations especially on our character skills the movement of our troops feels very awkward as well maybe because they are really oversize on the map i hope more effect will be added on to the game so that the game feels much more exiting and makes me want to play even more i understand it was a mobile game before but now your trying to port over to pc which i will give my full support on because ive been waiting for this kind of game on this pc for the longest time but i would suggest making a whole different feel because pc can handle and use more ram than phone even phone nowadays can handle as much ram as a pc can so i dont see why not upgrade the graphics and animation to a whole new level tutorials tutorial feel like a job that was in a rush the explanation was not very clear and a misclick could end up missing a chat bubble which is required to understand it better i hope more clearer explanation and guidance is put into the game so more players can experience  a wonderful time extras overall a pretty good game i do really hope and wish that this game will become something like rise of kingdom which have good graphics good animation good optimization nice feel nice mechanics and and most importantly great content i dont know what will this game become in the future but i will be playing till it becomes one of the games that i have ever played i do suggest rebuilding it on unreal engine 5 to make it better graphically and better optimize do advertise this game as well because i think its need a lot more populations but its still on early access so i dont blame developers on anything hope you guys keep up the good work and focus more resources on this game because i personally think itll be a great game,6.4,i am cfj,6,TRUE,FALSE
1826960,2,2,FALSE,21-02-22,"action not possible, artificial stupidity, lack of required information",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,crappy chinese mobile game with all the bad things that entails unskippable tutorial despite the game being just like every other damn chinese mobile game personally i also found the voice of the tutorial guide incredibly annoying and despite steam saying it has full english audio it most certainly does not if you feel like playing something youve played a thousand times before but with different visuals then this game might be for you personally i wouldnt recommend it to my worst enemy,0.1,fallion,248,TRUE,FALSE
1826960,2,3,TRUE,21-02-22,action not possible,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,i want to be able to move house because at first the city plan was not thought of carefully after playing for a while there was a city plan in mind so i wanted it to be movable after it was built,1.9,akizao,4,TRUE,FALSE
1826960,2,4,TRUE,21-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yea its fun wish there where more english talk in the chat  but it keeps me busy and i dont have to go though  google play updated after 60 hours i can say its a good game it will be very long as some of the buildings i see at the end game will take a month to build without speedups you are rewarded very often for doing quests etc lots to do in the game and your alliance will be very good in your progression you can mine gems food stone iron etc etc worth a go its free,107.1,menatwork,137,TRUE,FALSE
1826960,2,5,TRUE,20-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,so i was a catgirl commander and i had over 6000 troops caw caw thats cool caw caw wont help you clap cheeks with anyone in real life caw caw but that is neat caw caw,0.1,annoying crow,1245,TRUE,FALSE
1826960,2,9,TRUE,19-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the game is highly addictive good to chuck on your monitor and watch something on another while you play and just idle the gameplay mechanics feel fun and i also find it quite satisfying to level up for f2p players from my experience so far its quite fair to move through the game drop rates for more advanced heroes are good so you wont feel like youre too behind people chucking money in as long as youre willing to put in the hours and research whats best to do its still very early days but it definitely feels like theres potential here,30.8,jamie,52,TRUE,FALSE
887570,2,1,TRUE,27-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i will recommend this game to anyone who enjoys being able to customize fleets of ships and just anyone in general while controls are definitely hard to get used to you can also just spectate your fleets of ships battling it out in a single player skirmish out of 15 plus games i have bought in the past about ships and customization aspects this tops it by far not a single game even comes close to how enjoyable this game is even if you only watch it 1010 this game will set the bar for any game i want to purchase in the future i have nothing else to say about this game even for some slight criticism in game aspects its perfect,32.8,hoffkilla,43,TRUE,FALSE
887570,2,2,TRUE,27-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010 do not want to be recruited by the navy anytime soon its like i can hear them knocking on my door,30.6,jxuyski,14,TRUE,FALSE
887570,2,4,TRUE,27-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i have a plan to fully give up any ambition i have in life and turn all my efforts into playing this game i have a poop computer which can actually run this masterpiece on low graphics im looking out of my window the skies are blue the weather is warm and perfect birds are chirping im about to fire up a few ships and not give a fck about any of that stuff that makes my life wholesome,2.7,loris16148,18,TRUE,FALSE
887570,2,6,TRUE,27-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i guarantee i am going to put a thousand hours into this game okay but seriously this game scratches so many itches intense whiteknuckle tactical gameplay in a 3d space deep fleett customization mods battleships missiles and the most satisfying gut rumbling bass explosion when you pop an enemy ship and it explodes in a nuclear fire if the board game battleship  the expanse and then then ran away and raised the bastard baby with a retired naval officer that would be this game 1010 if you are a nerd the strategy genre finally finally has a great space game again,59.7,yungmomjeans,165,TRUE,FALSE
887570,2,7,TRUE,27-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a phenomenal spacesim tactics game with enough realism and complexity to make the battles feel immersive and enough streamlining to make the game approachable,5.4,anataru,523,TRUE,FALSE
887570,2,8,FALSE,27-02-22,"invalid context state over time, lack of required information",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,i returned it 3d interface impossible to negotiate even looking at the side view then the top view the ship will not go where its indicated to go in the tutorial gamers say they want 3d until they get 3d if youre on the fence it will take more than 2 hours just to read the descriptions of all the modules much less complete the tutorial keep an eye on the clock,1.7,eddyvegas,325,TRUE,FALSE
1871830,2,0,TRUE,02-05-22,action not possible,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,amazing game start but would you be able to add maybe another room like a kitchen or another bedroom not trying to ask for anything big,35,flynnflynn11,93,TRUE,FALSE
1871830,2,1,TRUE,02-05-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this game is really good i love the idea of a game that evolves with its community i think it would benifit with some kind of rotating feature so you cold place objects easier i also think some new interactive items like the piano would be pretty cool,20.7,bl1ndz,11,TRUE,FALSE
1871830,2,2,TRUE,02-04-22,action not possible,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,i played megalovania on the keyboard and somehow got on top of the bedframe with the help of a glitch i found twas fun my only critique is to make an main menu to help players exit the game more smoothly since this is early access just a continue and exit option would be nice edit i havent been able to close the game unless i close out steam itself i dont know what is causing this but i thought it would be good to let you know,5.8,fuhbreez,55,TRUE,FALSE
1659040,2,0,TRUE,03-01-22,"invalid context state over time, invalid value change",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i can see why everybody is salty i beat the game in one night i liked the story and enjoy having a few more levels but i dont feel like it is worth a whole new game price the dlc setup is horrible to you get nothing for the prices no new maps just escalations thumbs down for now but i do hear of a new game mode coming lets hope it comes with a new map or two the final level should not count as a map at all because it is so linear i have also been stopped several times mid level because of connecting to hitman servers thats pretty bad considering its a single player game i am also hoping in the new game mode they come out with that there will be some intense cqc between 47 and the other assassins that may or may not be in the levels some jason bourne cqc would be really fun making the button qte events do actual moves and push the fight into other spaces rock paper scissors if you are a fan of the series the few new levels are pretty well done and still pretty large the final level is very linear and short so it shouldnt even count as a map id say get the game on sale and on that  note if its on sale i give it a thumbs up and if not thumbs down,6.9,barboatemous,420,FALSE,FALSE
1659040,2,2,FALSE,03-01-22,invalid context state over time,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,i finally got it for a decent discount and am enjoying it overall though the levels dont have as many missions as previous games but there are definitely some unique ones like dartmoor is the game worth id say no unless you get can get it on discount there are some technical issues i was stopped midgame multiple times so the game could connect to the servers it always went through but it was still annoying another big issue that plagues this game is the company behind it ioi has some shaddy business practices when it comes to their customers this game is not worth 60 because honestly it feels more like an expansion of 2 then it does a 3rd game,12.9,plunging v-neck,317,FALSE,FALSE
1659040,2,6,TRUE,03-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the best in the series gameplaywise but overall the whole trilogy is as good as you can get when it comes to hitman genre,13.4,imperiumrome,120,FALSE,FALSE
1659040,2,7,FALSE,03-01-22,invalid context state over time,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,still requires you to play online on top of it i suddenly have massive technical issues with the connection i dont care if it is on my end or their the fact that you have to play online was their  idea form the start and it is still not fixed sorry ioi but you dont seem to care at all,10.9,billedtrain380,135,FALSE,FALSE
271590,2,3,TRUE,03-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this is a really fun game with plenty to do with almost limitless replayability as long as u ignore the obvious lack of security and endless modders on gta online,155.3,davidboss21,18,FALSE,FALSE
203160,2,0,TRUE,28-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a beautiful game the graphics and cutscenes are fun to watch the combat is fun and reasonably easy to learn as for the puzzles they werent easy to solve but they were fun to figure out definitely recommend if youre into adventure,13.3,friendly1ntrovertttv,19,FALSE,FALSE
203160,2,1,TRUE,28-02-22,invalid graphical representation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,this game reimagined what tomb raider is and i was concerned but the graphics story and the decision to not shy away from the survialist theme won me over a bargain at the price in 2022 i would say the graphics are slowly showing their age but nothing major,11.3,lynchgotya,292,FALSE,FALSE
203160,2,3,TRUE,28-02-22,action when not allowed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,the game didnt overstay its welcome the game plays like an action movie its very on rails and pretty predictable thats not a bad thing but there are times where i felt the game leaned into it a little too hard to its detriment the action sequences are enjoyable the set pieces and environments are stunning and really carry parts of the game there were multiple instances where the game would take control out of your hands to autopilot a section that you are very capable of traversing yourself or unceremoniously ending a big enemies life without your interaction which while it didnt happen a ton it was a little deflating when it did overall a pleasant experience,13.7,mistahzed,823,FALSE,FALSE
203160,2,4,TRUE,28-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,if youre a fan of the uncharted series this is for you as its definitely the source of inspiration a lot of platforming and freedom to explore the ability to upgrade weapons and get perks as you level up gameplay wise tomb raider may have a leg up on uncharted but when it comes to the story the visuals and level design uncharted is still the superior game,10.6,wratheffect,26,FALSE,FALSE
203160,2,6,TRUE,27-02-22,object out of bound for specific state,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,best in the reboot series even to this day the game still holds up and looks modern with the foundation engine great graphics  good voice acting great setting no dlss tressfx hinders nividia cards even to this day sometimes lara will jump to the left instead of vaulting up when climbing leading to death,12,that terrible biscuit,130,FALSE,FALSE
203160,2,7,TRUE,27-02-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,after playing through the game from start to finish i have to say that its a great start to a new trilogy that i only just got around to starting the game is written very well has compelling characters and features the weirdness we expect from a tomb raider game it is also an origin story for a new lara croft who goes from an innocent new university grad to a hardened adventurer who is determined to uncover the weird mysteries of the world her father told her about by the end of the game i had come to love the tight game play elements aiming and shooting with all her weapons was easy and fun upgrades were earned from adventuring and hard won fights that became very easy by the time i got to the final parts of the game the enemies use flanking tactics and will overwhelm you if you are not careful quick time events are littered throughout the game along with a few temples to venture into at your leisure the sound team did an amazing job with the music if the music cannot set the proper tone i cannot play the game and the musical score is very well done and very tonal for the setting of the adventure i would recommend anyone pick up this game and play if you like adventureaction titles it has plenty of action and a very good story as well,23.6,jubeifurei,257,FALSE,FALSE
